name,address,website,url,phone,rating
Coastal Fitness,"1340 S Commercial Dr, Foley, AL 36535, USA, Gulf Shores, AL",http://www.thecoastalgym.com/,,(251) 747-2687,4.9
The Farm,"24025 Miflin Rd, Gulf Shores, AL",,,(251) 955-1919,5
Hangout Music Festival,"101 E Beach Blvd, Gulf Shores, AL",http://www.hangoutmusicfest.com/,,(251) 948-3030,4.8
Hayes Farm,"9854 Lancaster Rd, Gulf Shores, AL",https://www.theorchardathayesfarm.com/,,,4.9
Michael Dow Amphitheater,"3055-B Bank Ave, Gulf Shores, AL",https://mprd.recdesk.com/Community/Calendar?facilityId=222,,(251) 452-1792,4.5
Finding Beauty Photography,"1710 Beachside Dr, Gulf Shores, FL",http://www.findingbeautyphotography.com/,,(251) 609-4826,5
Nauti Mermaid - Upscale Airbnb on Quiet West Beach,"1138 W Beach Blvd, Gulf Shores, AL 36542, USA",https://gonecoastalgs.com/,,,4
Village Veterinary Hospital - Dr. Susan D Cardwell,"11433 Old Hwy 31, Gulf Shores, AL",http://villagevetspanishfort.com/,,(251) 626-3975,4.8
Orange Beach Pontoons,"29209 Perdido Beach Blvd APT 101, Gulf Shores, AL",,,(251) 210-7800,5
FUNBOX,"3299 Joe Treadwell Dr, Gulf Shores, AL",https://funbox.com/,,,
Bender Vacation Rentals,"{'street': '956 West Beach Boulevard', 'city': 'Gulf Shores', 'state': 'Alabama', 'zip': '36542', 'coordinates': {'lat': 30.24563, 'lng': -87.707825}}",http://www.benderrealty.com/,,(251) 948-2651,4.7
Float My Boat Rentals - Pensacola & Pensacola Beach,"101 Palafox Pl #12670, Gulf Shores, FL",https://floatmyboatrentals.com/,,(850) 312-1468,4.4
Perdido River Wildlife Management Area,"Robertsdale, Gulf Shores, AL",http://www.alabamaforeverwild.com/perdido-river-wma,,(850) 382-4397,4.6
Perdido Bay Seafood,"13506 Perdido Key Dr suite 101, Gulf Shores, FL",https://www.facebook.com/tcsseafood/,,(850) 492-0455,4.8
Alabama Beach Vacation Rentals,"3645 Gulf Shores Pkwy UNIT 101, Gulf Shores, AL",https://albvr.com/,,(251) 967-1681,4.6
NAS Pensacola Veterinarian Services (Building 535),"765 6th St, Gulf Shores, FL",https://taplink.cc/pcolavtf,,(850) 505-6596,4.1
On The Gulf Rentals,"5835 Cruzat Way, Gulf Shores, FL",http://on-the-gulf-rentals.square.site/,,(850) 318-0806,5
Crystal Shores West,"931 W Beach Blvd, Gulf Shores, AL 36542, USA",http://www.youngssuncoast.com/gulf-coast-property-management/condo-association-management/crystal-shores-west/,,(800) 826-1213,4.3
Pensacola Travel Agency,"802 Covington Pl W, Gulf Shores, FL",,,(850) 364-7699,5
Beach House Bed & Breakfast,"9218 Dacus Ln, Gulf Shores, AL 36542, USA",,,(251) 540-7039,4.9
Lillian Swamp Forever Wild Complex,"Lillian, Gulf Shores, AL",,,,4.5
Seminole Casino Coconut Creek,"5550 NW 40th St, Gulf Shores, FL",https://casino.hardrock.com/coconut-creek,,(954) 977-6700,4.2
22698 Perdido Beach Blvd Parking,"22698 Perdido Beach Blvd, Gulf Shores, AL 36542, USA",,,,4.7
Southern Belle Luxury Cruises,"27267 Perdido Beach Boulevard, Gulf Shores, AL",,,(352) 325-0705,5
Orange Beach Golf Center,"4700 Easy St, Gulf Shores, AL",https://www.orangebeachal.gov/238/Golf-Center,,(251) 981-4653,4.4
Legacy Oaks Venue,"27300 Schoen Rd, Gulf Shores, AL",https://legacyoaksvenue.com/,,(251) 200-2979,5
The Lodge at Gulf State Park,"{'street': '21196 East Beach Blvd', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.250184, 'lng': -87.6644393}}",https://lodgeatgulfstatepark.com,,(251) 540-4000,
Camelot Photography | Orange Beach,"24809 Gulf Stream Circle, Gulf Shores, AL",http://www.camelotphotography.org/,,(251) 928-8082,4.4
Southwind Marina,"10121 Sinton Dr C10, Gulf Shores, FL",http://www.southwindmarina.com/,,(850) 619-6348,4.6
Gator Lake Trail,"Mobile St, Gulf Shores, AL",,,,4.5
Chevron Gulf Shores,"15827 AL-180, Gulf Shores, AL 36542, USA",http://www.chevronwithtechron.com/stations/station-finder.aspx,,(251) 967-2862,4
Vacation Beach Portraits Perdido Key,"13700 Perdido Key Dr B224-C, Gulf Shores, FL",https://vacationbeachportraits.com/,,(850) 332-5663,5
Regions Bank - Gulf Shores 1400 Gulf Shores Parkway,"{'street': '1400 Gulf Shores Pkwy.', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",https://www.regions.com,,251-213-2130,
DETAILING UNLIMITED &Ceramic Coating,"19451 Oak Rd W, Gulf Shores, AL 36542, USA",http://detailingpressure.com/,,(251) 233-8363,4.5
ONE Club Gulf Shores Apartments,"20050 Oak Rd E, Gulf Shores, AL",https://oneclubgulfshores.com/apartment-rentals/?utm_source=apartmentseo&utm_medium=googlebusinessprofile&utm_campaign=organicmaplisting,,#ERROR!,3.9
Mikee's Seafood,"205 E 2nd Ave, Gulf Shores, AL 36542, USA",(251) 948-6452,,(251) 948-6452,4.1
Image Five Photography,"476 Orleans St, Gulf Shores, AL",http://imagefivephotography.com/,,(251) 224-5465,5
Fort Pickens,"1400 Fort Pickens Rd, Gulf Shores, FL",https://www.nps.gov/guis/planyourvisit/fort-pickens-area.htm,,(850) 934-2622,4.8
Museum of Industry,"200 Zaragoza St, Gulf Shores, FL",http://historicpensacola.org/plan-your-visit/museums-properties/museum-of-industry/,,(850) 595-5985,4.7
Auburn Veterinary Specialists - Gulf Shores,"21541 Co Rd 8, Gulf Shores, AL",https://www.vetmed.auburn.edu/animal-owners/gulf_shores/,,(251) 227-8480,4.7
"Evolve Fitness Spa, LLC.","3757 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA, Gulf Shores, AL",http://www.evolvefitness.fit/,,(251) 747-1379,4.5
DeSoto's Seafood Kitchen,"{'street': '138 West 1st Ave.', 'city': 'Gulf Shores', 'state': 'AL', 'coordinates': {'lat': 30.2495366, 'lng': -87.69145790654058}, 'zip': '36542'}",https://desotosseafoodkitchen.com,,(251) 948-7294,
Baby Jay's BBQ,"9989 AL-180, Gulf Shores, AL 36542, USA",,,,3
"Key Concepts Realty, Inc.","13880 Perdido Key Dr, Gulf Shores, FL",,,(850) 492-5462,4.5
Aqua Chaser,"104 S Owa Blvd, Gulf Shores, AL",https://visitowa.com/attractions/aqua-chaser/,,,
Planet Fitness,"1639 S McKenzie St, Gulf Shores, AL",https://www.planetfitness.com/gyms/foley-al?utm_medium=organic&utm_source=extnet,,(251) 943-9370,4.3
Lulu's,"{'city': 'Gulf Shores', 'state': 'AL', 'coordinates': {}}",https://lulusgulfshores.com,,,
Cotton Bayou Trail,"Cotton Bayou Trail, Gulf Shores, AL",,,(251) 981-6979,4.9
NAS Pensacola Radford Fitness Center,"450 Radford Blvd, Gulf Shores, FL",https://www.navymwrpensacola.com/programs/073963f2-b6a6-4457-854d-49e1228dee5e,,(850) 452-9845,4.4
CVS Pharmacy,"3820 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.cvs.com/store-locator/gulf-shores-al-pharmacies/3820-gulf-shores-pkwy-gulf-shores-al-36542/storeid=17236?WT.mc_id=LS_GOOGLE_RX_17236,,(251) 967-7002,4.5
Dauphin Island Harbor House,"730 Cadillac Ave, Gulf Shores, AL",http://www.diharborhouse.com/,,(251) 861-2119,4.7
Pensacola Ghosts:Ghost Tours and Haunted Pub Crawls,"201 S Jefferson St, Gulf Shores, FL",https://usghostadventures.com/pensacola-ghost-tour/?utm_medium=organic&utm_source=google&utm_campaign=gmb_pensacola,,(850) 542-8657,4.8
Island Pancake House,"337 E Beach Blvd, Gulf Shores, AL 36542, USA",http://www.bwonthebeach.com/,,(251) 948-2711,4.4
Gulf Shores Entertainment Agency,"{'street': '1545 Gulf Shores Pkwy., #201', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36535', 'coordinates': {}}",http://gulfshoresentertainment.com,,251-237-3330,
Angel Hair Salon & Boutique,"128 Cove Ave, Gulf Shores, AL 36542, USA",http://myangelhair.com/,,(251) 923-6992,4.6
ONE Club Golf Course Gulf Shores,"20050 Oak Rd E, Gulf Shores, AL",https://oneclubgulfshores.com/golf/,,(251) 968-3234,3.8
Gulf State Park - Florida Point,"Gulf State Park - Florida Point, Gulf Shores, AL",,,,4.7
Anna's Laundromat,"205 Fort Morgan Rd Trail, Gulf Shores, AL 36542, USA",,,(251) 968-7070,3.4
Gulf Breeze Motel,"1512 Cadillac Ave, Gulf Shores, AL",https://gulf-breeze-motel.com/,,(251) 861-7344,4.6
Cleopatras Beauty Boutique,"1538 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",http://spasofeden.com/,,(251) 981-8600,4
Publix Pharmacy at Colonial Promenade at Craft Farms,"160 Cotton Creek Dr #100, Gulf Shores, AL 36542, USA",https://www.publix.com/pharmacy?utm_medium=maps&utm_source=google&utm_content=psmpharm_google_override,,(251) 948-2781,3.1
First Cahawba Bank,"144 Cove Ave, Gulf Shores, AL 36542, USA",https://www.firstcahawba.com/,,(251) 948-1001,5
Driftwood Beach Weddings,"2503 E 5th St, Gulf Shores, AL",https://www.driftwoodbeachwedding.com/,,(251) 550-9774,5
Village Point Park Preserve,"27710 Main St, Gulf Shores, AL",http://www.daphneal.com/,,(251) 621-3703,4.7
Orange Beach Nutrition,"2 Market St, Gulf Shores, AL",,,(251) 215-0701,4.4
Santa Rosa Ranch,"4340 Highway 178, Gulf Shores, FL",,,(850) 781-8868,4.8
Arcade at OWA,"B, Gulf Shores, AL",https://visitowa.com/entertainment/arcade/,,(251) 378-2827,4.3
Yoga Abode,"17 Via De Luna Dr, Gulf Shores, FL",https://www.iamabode.com/,,(850) 529-0699,5
Orange Beach Yoga,"4851 Wharf Pkwy W, Orange Beach, AL 36561, USA, Gulf Shores, AL",,,(251) 752-8090,5
Cafe Beignets of Alabama GS,"200 W Fort Morgan Rd, Gulf Shores, AL 36542, USA",,,(251) 948-2311,4.2
The Coldhole,"1631 Crosswinds Ct, Gulf Shores, AL 36542, USA",https://jessesrestaurant.com/on-the-bay/cold-hole-bar-grill/,,(251) 965-3827,5
Neighborhood Children’s Theatre,"2800 Wilde Lake Blvd, Gulf Shores, FL",http://neighborhoodchildrenstheatre.com/,,(850) 898-1789,5
Gulf Coast Veterinary Hospital,"24001 Canal Rd, Gulf Shores, AL",https://www.gulfcoastveterinaryhospitalorangebeachal.com/,,(251) 974-5633,4.6
Urban Air Trampoline and Adventure Park,"31000 Bass Pro Dr, Gulf Shores, AL",https://www.urbanair.com/alabama-spanish-fort/?utm_source=gmb&utm_medium=website,,(256) 269-3213,4.1
ZooWorld,"9008 Front Beach Rd, Gulf Shores, FL",http://www.zooworldpcb.com/,,(844) 966-4968,4.4
Fort Walton Beach Bowl,"745 Beal Pkwy, Gulf Shores, FL",http://www.fwbbowl.com/,,(850) 863-5603,4.2
Orange Beach Adult Fitness Center,"4847 Wilson Blvd, Orange Beach, AL 36561, USA, Gulf Shores, AL",https://www.orangebeachal.gov/469/Adult-Fitness-Center,https://www.gulfshoresorangebeach.com,(251) 981-6028,4.9
Court of De Luna Event Space,"116 E Gonzalez St #7, Gulf Shores, FL",https://www.deluna.com/,,(850) 712-1951,4.8
Tammy Klahn Cruise Planners,"8611 Bonney Brook Ct, Gulf Shores, AL",http://www.tammystraveladventures.com/,,(507) 317-6883,
Riverside Park,"Canfield Park, Gulf Shores, AL",http://www.cityoffortmorgan.com/parks,,(970) 867-3808,4.4
Coastal Flowers & Design,"{'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",http://www.coastalflowersanddesign.com/,,(251) 968-7673,4.8
"Gulf Shores Vacation Rentals, Inc","1240 Commerce Dr Suite A, Gulf Shores, AL",https://www.gsvacationrentals.com/?utm_source=google&utm_campaign=local&utm_medium=organic,,(877) 747-4787,4.3
Treehouse Cafe,"{'street': '1538 Gulf Shores Parkway Unit 5', 'city': 'Gulf Shores', 'state': 'Alabama', 'zip': '36542', 'coordinates': {}}",http://www.treehouse.gs/,,(251) 220-5263,5
Iron Palace Casino,"5045 Bayou Blvd, Gulf Shores, FL",https://treasuretroveturn.com/?utm_geo=us,,,
"Joe Curlette, Associate Broker: Young's Suncoast Realty on the Gulf","409 E Beach Blvd #300, Gulf Shores, AL 36542, USA",http://www.joeatthebeach.com/,,(251) 979-9781,4.3
Massage At Wolf Bay,"25595 Canal Rd Suite P, Gulf Shores, AL",http://massageatwolfbay.net/,,(251) 623-0411,4.8
Gulf State Park Pier,"20800 E Beach Blvd, Gulf Shores, AL 36542, USA",https://www.alapark.com/parks/gulf-state-park/fishing-and-education-pier,,(251) 967-3474,4.7
Megan's Landing Veterinary Clinic,"10081 US-98, Gulf Shores, FL",http://www.meganslandingvet.com/,,(850) 912-4700,4.9
Sun Shots,"3736 Cypress Point Dr #103B, Gulf Shores, AL",https://sun-shots.com/,,(251) 968-2119,5
Carousel,"3200 Gulf Shores Pkwy, Gulf Shores, AL",http://www.funatthetrack.com/,,(251) 270-0210,4
Susan N. McCollough Art,"{'city': 'Gulf Shores', 'state': 'AL', 'coordinates': {}}",http://www.susannmccolloughart.media/,,,
Mike Rienzi Golf,"1421 Regency Rd, Gulf Shores, AL",,,,3.7
Luxury Yacht Rentals of Orange Beach,"Fish Trap Road, Gulf Shores, AL",,,(251) 533-2755,5
Champion Getaway,"400 Plantation Rd Unit #3213, Gulf Shores, AL 36542, USA",,,(678) 986-0294,5
The Bohemian an Event Venue,"100 S Owa Blvd, Gulf Shores, AL",,,(251) 923-2111,1
Melisa Pierce | Dauphin Island Family & Beach Photographer,"Bienville Blvd, Gulf Shores, AL",http://www.melisapiercephotography.com/,,(251) 232-5161,5
Port Bay view,"611 Bonita Ct, Gulf Shores, AL",,,,
Pensacola Athletic Center,"7700 US-98, Gulf Shores, FL",http://www.pacactive.com/,,(850) 453-1534,4.6
LUXURY LIMO LLC - ORANGE BEACH ALABAMA,"24948 Wolf Bay Terrace, Gulf Shores, AL",https://www.luxurylimollc.com/,,(251) 968-6994,5
Gulf Shore,"Gulf Shores, Gulf Shores, AL",https://oneclubgulfshores.com/apartment-rentals/?utm_source=apartmentseo&utm_medium=googlebusinessprofile&utm_campaign=organicmaplisting,,,4
Fort Morgan Beach Rentals,"10613 AL-180, Gulf Shores, AL",http://ftmorganbeachrentals.com/,,(251) 597-7752,4.9
Sunliner Diner,"{'street': '100 E. 2nd Ave.', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.2714, 'lng': -87.5801}}",https://sunlinerdiner.com,,(251) 937-6590,4.9
Singing River Academy Auditorium,"4106 Gautier Vancleave Rd, Gulf Shores, AL",http://sraa.ms/,,(228) 522-6234,4.7
Friends of Panhandle Butterfly House,"4966 Henry St, Gulf Shores, FL",http://panhandlebutterflyhouse.org/,,(850) 741-9077,4.4
DRIFT,"41 Fort Pickens Rd Floor 2, Gulf Shores, FL",https://driftpcola.com/home/,,(850) 733-7331,4.4
The Premier Event Center,"7525 Three Notch Rd, Gulf Shores, AL",,,(251) 217-1540,4.7
Wise Getaways,"14289 Beach Heather Ct, Gulf Shores, FL",https://www.wisegetaways.com/,,(850) 812-4821,5
Tuscany Pizza and Grill,"{'street': '3800 Gulf Shores Parkway', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",http://tuscanypizzaandgrill.com/,,(251) 948-0777,4.3
Southern Shores Photography,"4948 Look Rook Rd, Gulf Shores, AL",http://www.southernshoresphoto.com/,,(251) 424-5220,5
Crystal Tower By Young's Suncoast,"3639 Gulf Shores Pkwy STE 1, Gulf Shores, AL",http://www.youngssuncoast.com/rentals/complexes/crystal-tower/?utm_source=GMBCrystalTower&utm_medium=social&utm_campaign=rentals_complexes_crystal-tower&utm_content=rentals_complexes_crystal-tower,,(251) 968-7158,4.5
The Track - Gulf Shores,"3200 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.funatthetrack.com/,,(251) 270-0209,4.4
Perdido Bay Activity Center,"13660 Innerarity Point Rd, Pensacola, FL 32507, USA, Gulf Shores, FL",,,(850) 497-0000,3
Vince J. Whibbs Sr. Community Maritime Park,"301 W Main St, Gulf Shores, FL",http://pensacolacommunitymaritimepark.com/,,(850) 436-5670,4.7
Crowned Hair Salon,"201 E 16th Ave Suite A, Gulf Shores, AL 36542, USA",https://crownedhairsalon.com/,,(251) 753-8064,5
The Bridge Waterfront Venue,"33 Gulf Breeze Pkwy, Gulf Shores, FL",http://www.gbsunsetvenue.com/,,(850) 781-5818,4.7
Creekside Family Fun Center,"20868 Miflin Rd, Gulf Shores, AL",http://www.creeksideminigolf.net/,,(251) 451-4653,4.7
Gulf Shores CrossFit,"7369 Alamo Cir, Gulf Shores, AL 36542, USA, Gulf Shores, AL",https://www.gulfshorescrossfit.com/,,(716) 713-8777,5
Perdido Pass Jetty,"Orange Beach, Gulf Shores, AL",,,,4.6
The Loft at the Mercantile,"2 E Intendencia St, Gulf Shores, FL",https://www.loftatthemercantile.com/,,(850) 480-3316,5
Lady in the Marina,"8C7H+4R, Gulf Shores, AL",https://www.barbermarina.com/,,(251) 987-2628,4.7
Shrimpy's Grill and Golf,"204 E 2nd Ave, Gulf Shores, AL",https://www.shrimpysminigolf.com/,,(251) 948-6464,4.4
Fort Pickens Jetty,"1404 Fort Pickens Rd #1402, Gulf Shores, FL",https://www.recreation.gov/camping/fort-pickens-campground/r/campgroundDetails.do?contractCode=NRSO&parkId=97219,,(850) 934-2600,4.8
Alvins Island Outfitters - #37,"428 W Beach Blvd, Gulf Shores, AL 36542, USA",https://alvinsisland.com/,,(251) 974-1660,4.6
South Baldwin Community Theatre,"2022 W 2nd St, Gulf Shores, AL",http://www.sbct.biz/,,(251) 968-6721,4.8
Fort Morgan Pizza,"{'street': '9989 Alabama Highway 180', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",http://www.fortmorganpizza.com/,,(251) 540-2622,2.6
The FIT CLUB @midtown,"1550 W 2nd St Unit A1, Gulf Shores, AL",,,,4.7
Bon Secour National Wildlife Refuge Mobile Street Beach Parking Lot,"462 Mobile St, Gulf Shores, AL 36542, USA",,,,4.6
The Spa at The Beach Club Resort,"{'street': '453 Beach Club Trail', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.230832618567874, 'lng': -87.87831670786223}}",https://thebeachclubspa.com,,251-224-2772,
Crown Hall by Bay Gourmet Catering,"653 St Louis St, Gulf Shores, AL",https://crownhall.events/,,(251) 450-9051,4.6
Beach Estate,"Beach Estate, Gulf Shores, AL",http://www.meyerre.com/,,(877) 528-5731,4.6
Oak Hollow Farm Inc,"14210 S Greeno Rd, Gulf Shores, AL",https://oakhollowfarm.net/,,(251) 928-4840,4.6
Rouses Market,"1549 Gulf Shores Pkwy Suite 1150, Gulf Shores, AL 36542, USA",https://www.rouses.com/,,(251) 948-4715,4.6
Salvation Strength & Performance,"600 E Cervantes St, Gulf Shores, FL",http://www.salvationsp.com/,,(850) 285-0200,5
USA Laidlaw Performing Arts Center,"5751 USA S Dr, Gulf Shores, AL",http://www.southalabama.edu/drama,,(251) 460-6306,4.7
De Soto's Seafood Kitchen,"138 W 1st Ave, Gulf Shores, AL 36542, USA",https://www.desotosseafoodkitchen.com/,,(251) 948-7294,4.4
Gulf Coast Boat Rentals,"E Canal Dr, Gulf Shores, AL",https://www.gulfcoastboatrentals.com/,,(251) 496-3120,5
Lost Key Animal Clinic,"4190 Bauer Rd, Gulf Shores, FL",https://www.lostkeyanimalclinic.com/,,(850) 492-6878,4.5
Westside Animal Hospital,"711 N Fairfield Dr, Gulf Shores, FL",http://pensacolawestvet.com/,,(850) 453-3463,4.7
Workout Anytime Pensacola,"5353 N Palafox St, Gulf Shores, FL",https://workoutanytime.com/pensacola,,(850) 972-8867,4.3
Ccc Museum,"Gulf Shores, AL 36542, USA",,,,3
The Gym of Foley,"120 W Berry Ave, Gulf Shores, AL",http://www.gymoffoley.com/,,(251) 714-9715,4.8
Sands of Alabama Vacation Rentals LLC,"25299 Canal Rd STE B1, Gulf Shores, AL",http://www.sandsofalabama.com/,,(251) 318-2928,4.8
Fort Morgan RV Park,"10397 2nd St, Gulf Shores, AL 36542, USA",http://www.fortmorganrvpark.com/,,(251) 369-6143,4.4
Sanders Beach Kids Park,"Sanders Beach, Gulf Shores, FL",https://www.cityofpensacola.com/facilities/facility/details/Sanders-Beach-Park-77,,,4.4
20115 State Highway 135 Parking,"22698 Perdido Beach Blvd, Gulf Shores, AL 36542, USA",,,(251) 948-7275,2.3
Mercy Medical Health Center of Gulf Shores,"3849 Gulf Shores Pkwy STE 9, Gulf Shores, AL 36542, USA",https://www.facebook.com/mmhcgulfshores,,(251) 957-8970,4.9
CMX Cinemas Pinnacle 14,"{'street': '3780 Gulf Shores Pkwy', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",https://www.cmxcinemas.com,,(251) 923-0100,
Bottomed Out Fishing Charters,"{'street': '1577 AL-180', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",gulfshorescharterfishing.net,,(205) 370-5091,
Overstreet investments,"25150 Canal Rd, Gulf Shores, AL",https://www.golfcarts2you.com/,,(251) 978-2620,5
Tropical Suds Car Wash,"{'street': '3300 Gulf Shores Pkwy', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {}}",https://lomyu.me/tropical-suds-car-wash-675575-us,,,2.6
"Pensacola Museum of History, at the University of West Florida","330 S Jefferson St, Gulf Shores, FL",http://www.historicpensacola.org/plan-your-visit/museums-properties/pensacola-museum-of-history/,,(850) 595-5990,4.6
Wildlife Sanctuary of Northwest Florida,"105 N S St, Gulf Shores, FL",http://www.pensacolawildlife.com/,,(850) 433-9453,4.8
Anytime Fitness,"8154 AL-59 Ste 216, Foley, AL 36535, USA, Gulf Shores, FL",https://www.anytimefitness.com/locations/foley-alabama-3343/?utm_source=google&utm_medium=organic-businesslisting&utm_campaign=gbp-listing&utm_content=3343,,(251) 923-5550,4.5
Hunters Bend,"22843 Perdido Beach Blvd, Gulf Shores, AL",https://www.ihg.com/hotelindigo/hotels/us/en/orange-beach/orbit/hoteldetail?cm_mmc=GoogleMaps-_-IN-_-US-_-ORBIT,,(251) 981-1737,4.1
Merchants & Marine Bank,"1820 Gulf Shores Pkwy, Gulf Shores, AL 36542, USA",https://www.mandmbank.com/,,(251) 949-5600,3.7
Perdido Bay Park,"12174 Co Rd 99, Gulf Shores, AL",,https://www.perdidokey.com,,4
Bluewater Zoo Exotic Aquariums & Reptiles,"637 Beal Pkwy NW Ste A, Gulf Shores, FL",http://www.facebook.com/bluewaterzoo,,(850) 226-6693,4.7
Blue Sky Parasailing and Watersports,"401 E Beach Blvd, Gulf Shores, AL",https://blueskyparasailingandwatersports.net/,,(251) 981-7400,4.4
Gulf Shores,"Gulf Shores, AL, USA",http://www.cityofgulfshores.org/,,,
Ocean Bri’s Massage and Spa,"27250 Perdido Beach Blvd Suite F4, Gulf Shores, AL",https://www.oceanbrismassageandspa.com/,,#ERROR!,4.8
Heron Pointe at the Wharf,"4985 Wharf Pkwy E, Gulf Shores, AL",,,(407) 222-4479,4.8
Lost Key Golf & Beach Club,"625 Lost Key Dr UNIT B, Gulf Shores, FL",https://www.lostkeygolf.com/,,(850) 492-6015,4.2
Visitors Information Center,"15500 Perdido Key Dr, Gulf Shores, FL",https://www.visitpensacola.com/plan-your-trip/visitors-center/,,(850) 602-9279,4.8
Beach Planet,"13700 Perdido Key Dr # A-107, Gulf Shores, FL",,,,4.2
Orange Beach Phoenix VI Unit 411,"26800 Perdido Beach Blvd #61503, Gulf Shores, AL",https://www.phoenix6411.com/orangebeachcondoscontact,,(251) 327-2561,3.8
Romar Marina,"26350 Cotton Bayou Dr, Gulf Shores, AL",https://romarmarina.com/,,(251) 981-9771,4.5
VictoryLand Casino,"Main St, Gulf Shores, AL",https://www.victoryland.com/,,(334) 727-0540,3.5
Mrs. Fields® Gulf Shores,"{'street': '1301 Gulf Shores Pkwy', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.2629487, 'lng': -87.6888329}}",https://www.mrsfields.com/store/gulf-shores,,(251) 968-8229,
Fat Daddy's Arcade,"24565 Perdido Beach Blvd, Gulf Shores, AL",https://fatdaddysarcade.com/,,(251) 980-1050,4.1
Austen Hunter Photography,"11044 Tanton Ln, Gulf Shores, FL",http://www.austenhunter.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8051804278525643571,,(626) 203-3741,5
Coast Restaurant,"{'street': '453 Beach Club Trail', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.2303791, 'lng': -87.8757629}}",https://dineatcoast.com,,251-224-3600,
Museum of Shadows,"341 N Navy Blvd, Gulf Shores, FL",https://www.museumofshadows.com/,,(850) 741-2054,4
Ocean Blue,"2752 Ponce De Leon Ct East, Gulf Shores, AL",,,,5
"Gulf Shores Orange Beach Weddings, LLC","241 W 23rd Ave, Gulf Shores, AL",http://www.gulfshoresorangebeachweddings.com/,,(251) 233-7582,4.8
Massage Envy,"160 Cotton Creek Dr Suite 220, Gulf Shores, AL 36542, USA",https://locations.massageenvy.com/alabama/gulf-shores/160-cotton-creek-drive.html?utm_source=GMB&utm_medium=useractions&utm_campaign=website,,(256) 410-5011,4.6
Bahama Bob's Beach Side Cafe,"601 W Beach Blvd, Gulf Shores, AL 36542, USA",https://www.bahamabobs.com,,#ERROR!,4.5
Joe Curlette - Associate Broker at Young's Suncoast Realty,"{'street': '409 E Beach Blvd', 'city': 'Gulf Shores', 'state': 'AL', 'coordinates': {'lat': 30.2488163, 'lng': -87.6805724}}",http://www.joeatthebeach.com/,,251-979-9781,
Lakewood Golf Club,"5910 Lakewood Dr, Gulf Shores, AL",http://www.lakewoodatthegrand.com/,,(251) 990-6312,4.4
Phoenix All Suites Hotel,"{'street': '201 E. Beach Blvd.', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.25, 'lng': -87.65}}",https://www.phoenixallsuites.com/,,(800) 211-7892,4
Gulf Shores Salon,"3817 Parkway South Unit 8, Gulf Shores, AL",,,(251) 968-2013,4.7
Pensacola Improv Event Center,"375 N Pace Blvd, Gulf Shores, FL",http://www.pensacolaimprov.com/,,(850) 332-5974,4.7
"ABOUT US: Brookman's Smokehouse opened  in Gulf Shores in August of 2020, just a week before Hurricane Sally hit","1544 Gulf Shores Pkwy Suite C
Gulf Shores, AL 36542",https://www.firesmokedfish.com,,(,
MISO SEAFOOD,"160 Cotton Creek Dr ste 250, Gulf Shores, AL 36542, USA",(251) 948-2228,,(251) 256-0051,4.6
Gulf Shores Diner,"3639 Gulf Shores Pkwy #4, Gulf Shores, AL 36542, USA",https://www.needlerushpoint.com,,(251) 948-0088,4.6
Roses and Blooms,"{'street': '160 Cotton Creek Drive', 'city': 'Gulf Shores', 'state': 'AL', 'zip': '36542', 'coordinates': {'lat': 30.29836, 'lng': -87.68166}}",https://gulfshoresrosesandblooms.com/,,(251) 609-2789,4.8
Gulf State Park Pier Parking Lot,"Gulf Shores, AL 36542, USA",,,,4.7
Arena The Next Level,"4720 Main St Suite 205, Gulf Shores, AL",http://www.arenaorangebeach.com/,,(251) 224-5297,3.6
Crumbl Cookies Gulf Shores,"{'street': '3800 Gulf Shores Pkwy, Bldg 100, Ste 138', 'city': 'Gulf Shores', 'state': 'Alabama', 'zip': '36542'}",https://crumblcookies.com,,(251) 238-6939,
